GEOID,lat,lon,chosen
39049007101,40.1034125420955,-82.91455294661846,0
39049007215,40.10237964731819,-82.85081954573994,0
39049009403,39.860784426286074,-82.81229953277077,0
39049007302,39.99245155286472,-82.78215928933737,0
39049006991,40.12070319388703,-82.95791727408309,0
39049010401,40.135471798349016,-83.1583243710845,0
39049008002,39.97030593277332,-83.2265803448814,0
39049007958,40.03899428883239,-83.11232242535694,0
39049007963,40.05476867906805,-83.10661810278688,0
39049008382,39.9113622549704,-83.0862835488218,0
39049008168,39.90900785993694,-83.13207187960587,0
39049007956,40.00954090785122,-83.13678121659325,0
39049010502,40.10663167759449,-83.14392828490148,0
39049009404,39.848904047304224,-82.8151106953697,0
39049010204,39.89918626609976,-82.81352770726446,0
39049009395,39.97160841531229,-82.82868072274361,0
39049009802,39.85098288842329,-83.20169918782398,0
39049010900,40.07090670723914,-82.87571160460233,0
39049007102,40.10547244763484,-82.8943878339959,0
39049007306,40.04427580493529,-82.83499250201925,0
39049007303,40.01009905480021,-82.81170914249702,0
39049009391,39.92477911791674,-82.82061555038396,0
39049007301,39.99099326355522,-82.80182171093246,0
39049010201,39.8851853221148,-82.85130141792537,0
39049010402,40.119519185531765,-83.16170334899343,0
39049008170,39.92994969164535,-83.19720022911919,0
39049008166,39.96011390910853,-83.17384585616288,0
39049008167,39.9044095882502,-83.16177324112668,0
39049009801,39.866486096127936,-83.16077911933571,0
39049007962,40.04267927417874,-83.16426783039951,0
39049009753,39.82411188567003,-83.04974484498536,0
39049009401,39.89757191543546,-82.91135825380104,0
39049009498,39.90782287341199,-82.89702636035246,0
39049009252,39.982824111018225,-82.85412747891647,0
39049006302,40.09296964753397,-83.10000856073461,0
39049006301,40.081663293669926,-83.10619144916514,0
39049009755,39.86983646791016,-83.04446258414356,1
39049007964,40.05474958675321,-83.120243776534,0
39049008381,39.91031758470762,-83.06062557647088,0
39049007959,39.99075710252001,-83.17211308358037,0
39049007965,39.99444692758078,-83.1326858891593,0
39049008001,40.00969922787497,-83.216332637155,0
39049008172,39.97370405864001,-83.13911737654924,0
39049008169,39.92544625103599,-83.15279341177492,0
39049006397,40.11369479036058,-83.07544113582345,0
39049006398,40.12524557467891,-83.10240030573178,0
39049006240,40.081354552883795,-83.19012863052302,0
39049009757,39.8950862300475,-83.06292319191826,0
39049010501,40.11698995622908,-83.14274289864423,0
39049009495,39.86805423650119,-82.90886409407116,0
39049006945,40.09243733883799,-82.95805069565941,0
39049007020,40.12440154032778,-82.91798078705526,0
39049007112,40.072549990450725,-82.94289766049528,0
39049007114,40.100803887688464,-82.93777746286221,0
39049007120,40.08988260746458,-82.9190377391542,0
39049007193,40.11796585082574,-82.90198558457156,0
39049009230,39.96380195940582,-82.89001153748633,0
39049005100,39.94162547821586,-83.02079764058226,0
39049007427,40.004990863016374,-82.84960340128447,0
39049009332,39.937299756068576,-82.92039042582645,0
39049009337,39.92416988984768,-82.90695365544148,0
39049009372,39.92606666350521,-82.85421414455392,0
39049009350,39.96432648911742,-82.8633960407053,0
39049006310,40.039074213642984,-83.08275626596355,0
39049006321,40.03977759160022,-83.05940796941077,0
39049007811,40.035017562595065,-83.04331531132217,0
39049009381,39.96772934832222,-82.8141160859385,0
39049009382,39.96477986807009,-82.79996973632191,0
39049009385,39.9484520991022,-82.79138792159827,0
39049006340,40.05362769694082,-83.0844225332754,0
39049007922,40.0455452760808,-83.14224089314222,0
39049007931,40.024632468731575,-83.13565836087369,0
39049009386,39.93925246609498,-82.81608963753115,0
39049009520,39.88079403802056,-82.9500389537645,0
39049009590,39.84235060769115,-82.98041956864428,0
39049006387,40.0985550271774,-83.06631748970152,0
39049007941,40.0012671920981,-83.10252419882359,0
39049009751,39.83869652970422,-83.09466047563443,0
39049009752,39.88521724122415,-83.11207931820847,0
39049006410,40.0125310605291,-83.0818126876829,0
39049001122,40.006586949851716,-83.03202164551374,0
39049008164,39.933867390832894,-83.13387777698678,0
39049007041,40.12472693400433,-83.02467233002295,0
39049007199,40.068678977241525,-82.91402818956621,0
39049007209,40.06874955141171,-82.85206326736676,1
39049007394,40.03407923716772,-82.81078086799276,0
39049009497,39.82721998690686,-82.86039073084343,0
